infMethod,modelSize,time
Lightweight_MH,1,1.052461217
Lightweight_MH,1,0.923368758
Lightweight_MH,1,1.020868929
Lightweight_MH,1,0.960603975
Lightweight_MH,1,1.008478864
Lightweight_MH,1,0.950466039
Lightweight_MH,1,1.070560597
Lightweight_MH,1,0.964016663
Lightweight_MH,1,0.916116246
Lightweight_MH,1,0.983556409
Lightweight_MH,1,1.005577946
Lightweight_MH,1,1.004757086
Lightweight_MH,1,0.981248298
Lightweight_MH,1,1.006412025
Lightweight_MH,1,1.00960195
Lightweight_MH,1,0.991133022
Lightweight_MH,1,0.979439621
Lightweight_MH,1,1.016245176
Lightweight_MH,1,1.08959982
Lightweight_MH,1,1.014060313
Lightweight_MH,2,1.96848079
Lightweight_MH,2,2.136147112
Lightweight_MH,2,1.98621129
Lightweight_MH,2,1.9291735920000002
Lightweight_MH,2,2.027936419
Lightweight_MH,2,2.129688179
Lightweight_MH,2,2.314592581
Lightweight_MH,2,2.069369587
Lightweight_MH,2,2.128806188
Lightweight_MH,2,2.169983629
Lightweight_MH,2,2.240400767
Lightweight_MH,2,2.396918109
Lightweight_MH,2,2.399112021
Lightweight_MH,2,2.147614107
Lightweight_MH,2,2.190478008
Lightweight_MH,2,2.249420688
Lightweight_MH,2,2.266861519
Lightweight_MH,2,2.352972474
Lightweight_MH,2,2.497852208
Lightweight_MH,2,2.418316154
Lightweight_MH,3,3.289762493
Lightweight_MH,3,3.559523458
Lightweight_MH,3,3.656184287
Lightweight_MH,3,3.707780779
Lightweight_MH,3,4.170173001
Lightweight_MH,3,3.911727052
Lightweight_MH,3,3.711034613
Lightweight_MH,3,3.909285246
Lightweight_MH,3,3.892585172
Lightweight_MH,3,4.070000001
Lightweight_MH,3,4.242304805
Lightweight_MH,3,4.591987933
Lightweight_MH,3,3.932072608
Lightweight_MH,3,3.9114630630000002
Lightweight_MH,3,3.840288658
Lightweight_MH,3,4.142335124
Lightweight_MH,3,4.24084295
Lightweight_MH,3,4.356360575
Lightweight_MH,3,4.38313214
Lightweight_MH,3,4.662536395
Lightweight_MH,4,5.656490564
Lightweight_MH,4,5.3445569
Lightweight_MH,4,5.590597369
Lightweight_MH,4,5.886944989
Lightweight_MH,4,6.127662748
Lightweight_MH,4,6.337576951
Lightweight_MH,4,6.555257401
Lightweight_MH,4,5.443093929
Lightweight_MH,4,5.55693129
Lightweight_MH,4,5.87570749
Lightweight_MH,4,6.063472354
Lightweight_MH,4,6.331009768
Lightweight_MH,4,6.907711911
Lightweight_MH,4,5.900841808
Lightweight_MH,4,5.422392519
Lightweight_MH,4,5.764154171
Lightweight_MH,4,6.083966744
Lightweight_MH,4,6.463825591
Lightweight_MH,4,6.547259712
Lightweight_MH,4,6.591207578
Lightweight_MH,5,6.994746558
Lightweight_MH,5,7.488927654
Lightweight_MH,5,7.757534408
Lightweight_MH,5,8.081497261
Lightweight_MH,5,8.707346033
Lightweight_MH,5,7.09715328
Lightweight_MH,5,7.423982201
Lightweight_MH,5,7.786470908
Lightweight_MH,5,8.21359702
Lightweight_MH,5,8.991657539
Lightweight_MH,5,7.616510068
Lightweight_MH,5,7.059523131
Lightweight_MH,5,7.726245513
Lightweight_MH,5,8.180379357
Lightweight_MH,5,8.68764043
Lightweight_MH,5,8.236542107
Lightweight_MH,5,7.661966023
Lightweight_MH,5,7.827931481
Lightweight_MH,5,8.436826197
Lightweight_MH,5,8.761493505
Lightweight_MH,6,10.222395323
Lightweight_MH,6,8.70198577
Lightweight_MH,6,9.477820731
Lightweight_MH,6,10.012664389
Lightweight_MH,6,10.698189385
Lightweight_MH,6,9.370520719
Lightweight_MH,6,9.605042433
Lightweight_MH,6,10.263022528
Lightweight_MH,6,11.093274482
Lightweight_MH,6,10.721211196
Lightweight_MH,6,9.510353803
Lightweight_MH,6,10.051297514
Lightweight_MH,6,10.770321571
Lightweight_MH,6,11.01696324
Lightweight_MH,6,9.146488582
Lightweight_MH,6,9.894727867
Lightweight_MH,6,10.140482666
Lightweight_MH,6,11.35916166
Lightweight_MH,6,10.438622117
Lightweight_MH,6,9.466040688
Lightweight_MH,7,12.207525868
Lightweight_MH,7,11.994896837
Lightweight_MH,7,11.313086246
Lightweight_MH,7,11.070038242
Lightweight_MH,7,11.798343186
Lightweight_MH,7,12.170389554
Lightweight_MH,7,11.264701509
Lightweight_MH,7,11.179742747
Lightweight_MH,7,11.956480047
Lightweight_MH,7,12.522617281
Lightweight_MH,7,11.035456015
Lightweight_MH,7,11.250120717
Lightweight_MH,7,12.065381305
Lightweight_MH,7,12.879388664
Lightweight_MH,7,10.849003442
Lightweight_MH,7,12.878143524
Lightweight_MH,7,13.600326753000001
Lightweight_MH,7,15.151192732
Lightweight_MH,7,12.341100036
Lightweight_MH,7,13.177763319
Lightweight_MH,8,16.658704754
Lightweight_MH,8,16.072314173
Lightweight_MH,8,14.893615379
Lightweight_MH,8,13.766961861
Lightweight_MH,8,14.804177909
Lightweight_MH,8,12.582015928
Lightweight_MH,8,13.623670237
Lightweight_MH,8,13.941294812
Lightweight_MH,8,13.293083862
Lightweight_MH,8,12.979357434
Lightweight_MH,8,14.046621902
Lightweight_MH,8,14.120726412
Lightweight_MH,8,12.447880596
Lightweight_MH,8,13.963259234
Lightweight_MH,8,14.981803396
Lightweight_MH,8,12.227821673
Lightweight_MH,8,13.11614358
Lightweight_MH,8,14.850807275
Lightweight_MH,8,13.160789179
Lightweight_MH,8,12.836325627
Lightweight_MH,9,16.100444665
Lightweight_MH,9,16.411316584
Lightweight_MH,9,14.986410221
Lightweight_MH,9,16.260316926
Lightweight_MH,9,15.854207603999999
Lightweight_MH,9,14.468543578
Lightweight_MH,9,16.378569692
Lightweight_MH,9,16.423508175
Lightweight_MH,9,15.569158299
Lightweight_MH,9,17.814442778
Lightweight_MH,9,18.644889133
Lightweight_MH,9,18.316995518
Lightweight_MH,9,16.226026438
Lightweight_MH,9,16.417066763
Lightweight_MH,9,14.486387508
Lightweight_MH,9,15.554227374
Lightweight_MH,9,15.398860662
Lightweight_MH,9,14.281884905
Lightweight_MH,9,15.431683708
Lightweight_MH,9,15.308848258
Lightweight_MH,10,16.043147763
Lightweight_MH,10,17.649696808
Lightweight_MH,10,16.578376772
Lightweight_MH,10,16.421881631
Lightweight_MH,10,17.930660777
Lightweight_MH,10,15.86220045
Lightweight_MH,10,16.93319656
Lightweight_MH,10,17.79786881
Lightweight_MH,10,16.044755546
Lightweight_MH,10,17.706367633
Lightweight_MH,10,17.959382706
Lightweight_MH,10,17.094914046
Lightweight_MH,10,18.541389299
Lightweight_MH,10,16.84274265
Lightweight_MH,10,18.155969527
Lightweight_MH,10,18.883567217
Lightweight_MH,10,16.017833532
Lightweight_MH,10,17.481966095
Lightweight_MH,10,17.595282269
Lightweight_MH,10,16.504161629
Incremental_MH,1,0.580280768
Incremental_MH,1,0.608817041
Incremental_MH,1,0.785087935
Incremental_MH,1,0.737601392
Incremental_MH,1,0.853093121
Incremental_MH,1,0.790635613
Incremental_MH,1,0.487868593
Incremental_MH,1,0.810821647
Incremental_MH,1,0.71289272
Incremental_MH,1,0.457782269
Incremental_MH,1,0.575504312
Incremental_MH,1,0.76252591
Incremental_MH,1,0.774553865
Incremental_MH,1,0.921294387
Incremental_MH,1,0.705545674
Incremental_MH,1,0.76772194
Incremental_MH,1,0.407687022
Incremental_MH,1,0.651527029
Incremental_MH,1,0.570897654
Incremental_MH,1,0.523876357
Incremental_MH,2,0.449033119
Incremental_MH,2,0.787582252
Incremental_MH,2,0.782704651
Incremental_MH,2,0.711628262
Incremental_MH,2,0.668835622
Incremental_MH,2,0.703844615
Incremental_MH,2,0.761950967
Incremental_MH,2,0.747235628
Incremental_MH,2,0.473708055
Incremental_MH,2,0.907316829
Incremental_MH,2,0.554364646
Incremental_MH,2,0.625577048
Incremental_MH,2,0.658150344
Incremental_MH,2,0.814702754
Incremental_MH,2,0.6424638
Incremental_MH,2,0.87777458
Incremental_MH,2,0.657645305
Incremental_MH,2,0.796971886
Incremental_MH,2,0.846919636
Incremental_MH,2,0.583854641
Incremental_MH,3,0.857636206
Incremental_MH,3,0.830211458
Incremental_MH,3,0.715744071
Incremental_MH,3,0.929379115
Incremental_MH,3,0.765660986
Incremental_MH,3,0.763337605
Incremental_MH,3,0.54728086
Incremental_MH,3,0.592869304
Incremental_MH,3,0.561412718
Incremental_MH,3,0.545686263
Incremental_MH,3,0.706840738
Incremental_MH,3,0.812310768
Incremental_MH,3,0.61143914
Incremental_MH,3,0.78870151
Incremental_MH,3,1.008108836
Incremental_MH,3,0.837284946
Incremental_MH,3,0.618026654
Incremental_MH,3,0.625470332
Incremental_MH,3,0.656096476
Incremental_MH,3,0.611740497
Incremental_MH,4,0.891294468
Incremental_MH,4,0.814109262
Incremental_MH,4,0.624283715
Incremental_MH,4,0.862149932
Incremental_MH,4,0.870475448
Incremental_MH,4,0.574529082
Incremental_MH,4,0.410400501
Incremental_MH,4,0.59449909
Incremental_MH,4,1.059344734
Incremental_MH,4,0.67962047
Incremental_MH,4,1.003465558
Incremental_MH,4,0.62079345
Incremental_MH,4,0.580060156
Incremental_MH,4,0.693567832
Incremental_MH,4,0.63621151
Incremental_MH,4,0.907237736
Incremental_MH,4,0.723788677
Incremental_MH,4,0.495108437
Incremental_MH,4,0.662514059
Incremental_MH,4,0.517473172
Incremental_MH,5,0.601623426
Incremental_MH,5,0.79560602
Incremental_MH,5,0.765175239
Incremental_MH,5,0.499546022
Incremental_MH,5,0.900258855
Incremental_MH,5,0.577286913
Incremental_MH,5,0.584385358
Incremental_MH,5,0.606686721
Incremental_MH,5,0.52395364
Incremental_MH,5,0.493859091
Incremental_MH,5,0.463844491
Incremental_MH,5,0.649575368
Incremental_MH,5,0.620734416
Incremental_MH,5,0.522381427
Incremental_MH,5,0.787646202
Incremental_MH,5,0.717960833
Incremental_MH,5,0.515143128
Incremental_MH,5,0.436684862
Incremental_MH,5,0.681093897
Incremental_MH,5,0.567901231
Incremental_MH,6,0.739626147
Incremental_MH,6,0.869630671
Incremental_MH,6,0.577462028
Incremental_MH,6,0.64761354
Incremental_MH,6,0.821510395
Incremental_MH,6,0.466920655
Incremental_MH,6,0.755077781
Incremental_MH,6,0.615698019
Incremental_MH,6,0.883489279
Incremental_MH,6,0.906352399
Incremental_MH,6,0.7336804
Incremental_MH,6,0.584145784
Incremental_MH,6,0.830291571
Incremental_MH,6,0.740612459
Incremental_MH,6,0.636612759
Incremental_MH,6,0.86056766
Incremental_MH,6,0.69017316
Incremental_MH,6,0.814902092
Incremental_MH,6,0.57405979
Incremental_MH,6,0.48645049
Incremental_MH,7,0.692442465
Incremental_MH,7,0.856575553
Incremental_MH,7,0.4753928
Incremental_MH,7,0.627291026
Incremental_MH,7,0.690003623
Incremental_MH,7,0.754575436
Incremental_MH,7,0.613156212
Incremental_MH,7,0.818390307
Incremental_MH,7,0.815997134
Incremental_MH,7,0.645337796
Incremental_MH,7,1.002941104
Incremental_MH,7,0.758158502
Incremental_MH,7,0.851167075
Incremental_MH,7,0.614096047
Incremental_MH,7,0.930998785
Incremental_MH,7,0.70484603
Incremental_MH,7,0.802769629
Incremental_MH,7,0.703429258
Incremental_MH,7,1.070290693
Incremental_MH,7,0.810453777
Incremental_MH,8,0.87708611
Incremental_MH,8,0.654732679
Incremental_MH,8,0.738715314
Incremental_MH,8,0.663457174
Incremental_MH,8,0.600092717
Incremental_MH,8,1.031927327
Incremental_MH,8,0.735611569
Incremental_MH,8,0.625414894
Incremental_MH,8,0.985351986
Incremental_MH,8,0.72652985
Incremental_MH,8,0.917574417
Incremental_MH,8,0.904914224
Incremental_MH,8,0.726186059
Incremental_MH,8,0.902732829
Incremental_MH,8,0.535647679
Incremental_MH,8,0.772531834
Incremental_MH,8,1.093809773
Incremental_MH,8,0.580516273
Incremental_MH,8,1.075226421
Incremental_MH,8,0.835061628
Incremental_MH,9,0.786002914
Incremental_MH,9,0.710561458
Incremental_MH,9,1.039573172
Incremental_MH,9,0.906979017
Incremental_MH,9,0.822779933
Incremental_MH,9,0.775417022
Incremental_MH,9,0.823623394
Incremental_MH,9,0.668622974
Incremental_MH,9,0.805564371
Incremental_MH,9,0.657854277
Incremental_MH,9,0.797513814
Incremental_MH,9,0.796191985
Incremental_MH,9,1.003110672
Incremental_MH,9,0.866996425
Incremental_MH,9,1.095860754
Incremental_MH,9,0.675589978
Incremental_MH,9,1.194880794
Incremental_MH,9,0.778190588
Incremental_MH,9,0.739091346
Incremental_MH,9,0.682959056
Incremental_MH,10,0.780337218
Incremental_MH,10,0.634864133
Incremental_MH,10,0.827422519
Incremental_MH,10,0.676175507
Incremental_MH,10,0.730619479
Incremental_MH,10,0.908852764
Incremental_MH,10,0.947177044
Incremental_MH,10,1.078500076
Incremental_MH,10,0.777414861
Incremental_MH,10,1.384164905
Incremental_MH,10,0.787755693
Incremental_MH,10,1.23220943
Incremental_MH,10,0.880216487
Incremental_MH,10,0.999729224
Incremental_MH,10,0.995998228
Incremental_MH,10,0.566387446
Incremental_MH,10,0.819942332
Incremental_MH,10,1.046075784
Incremental_MH,10,0.660543304
Incremental_MH,10,0.580156176
